nlambda
10
lambda
0.9913116103225844
0.9922177776690101
0.9931239450154357
0.9940301123618613
0.9949362797082869
0.9958424470547126
0.9967486144011382
0.9976547817475638
0.9985609490939894
0.9994671164404151
ntgrid nperiod ntheta drhodpsi rmaj shat kxfac q
48 1 96 1.0 1.0 1e-06 1.0 2.468020478546792
gbdrift gradpar grho tgrid
-0.2590943378796986 0.08877671807059463 1.0 -9.42477796076938
-0.2541159128282296 0.0887697584502465 1.0 -9.228428419920018
-0.23937195575661727 0.08874914704350903 1.0 -9.032078879070655
-0.21542906866661765 0.08871567593518417 1.0 -8.835729338221293
-0.18320736328177323 0.08867063140119402 1.0 -8.63937979737193
-0.1439451016698836 0.08861574447771856 1.0 -8.443030256522569
-0.09915111052616339 0.08855312443844601 1.0 -8.246680715673207
-0.050546797809505696 0.08848517773636787 1.0 -8.050331174823844
7.932476289039394e-17 0.08841451552514008 1.0 -7.853981633974483
0.05054679780950608 0.08834385331391231 1.0 -7.6576320931251205
0.09915111052616377 0.08827590661183417 1.0 -7.461282552275757
0.14394510166988372 0.08821328657256161 1.0 -7.264933011426397
0.18320736328177353 0.08815839964908616 1.0 -7.0685834705770345
0.21542906866661773 0.088113355115096 1.0 -6.872233929727672
0.23937195575661732 0.08807988400677114 1.0 -6.675884388878311
0.2541159128282296 0.0880592726000337 1.0 -6.479534848028948
0.2590943378796986 0.08805231297968555 1.0 -6.283185307179586
0.2541159128282295 0.0880592726000337 1.0 -6.086835766330224
0.2393719557566172 0.08807988400677114 1.0 -5.890486225480861
0.21542906866661768 0.088113355115096 1.0 -5.6941366846315
0.1832073632817736 0.08815839964908616 1.0 -5.497787143782139
0.1439451016698836 0.08821328657256161 1.0 -5.301437602932776
0.09915111052616343 0.08827590661183418 1.0 -5.105088062083414
0.05054679780950595 0.08834385331391231 1.0 -4.908738521234052
-4.759485773423636e-17 0.08841451552514008 1.0 -4.71238898038469
-0.05054679780950605 0.08848517773636787 1.0 -4.516039439535327
-0.0991511105261635 0.08855312443844601 1.0 -4.319689898685965
-0.1439451016698837 0.08861574447771856 1.0 -4.123340357836604
-0.18320736328177353 0.08867063140119402 1.0 -3.9269908169872414
-0.2154290686666178 0.08871567593518417 1.0 -3.7306412761378787
-0.23937195575661738 0.08874914704350903 1.0 -3.5342917352885173
-0.25411591282822954 0.0887697584502465 1.0 -3.3379421944391554
-0.2590943378796986 0.08877671807059463 1.0 -3.141592653589793
-0.2541159128282295 0.0887697584502465 1.0 -2.9452431127404304
-0.23937195575661727 0.08874914704350903 1.0 -2.7488935718910685
-0.2154290686666177 0.08871567593518417 1.0 -2.552544031041707
-0.18320736328177345 0.08867063140119402 1.0 -2.356194490192345
-0.14394510166988364 0.08861574447771856 1.0 -2.1598449493429825
-0.09915111052616346 0.08855312443844601 1.0 -1.9634954084936211
