ntgrid nperiod ntheta drhodpsi rmaj shat kxfac q scale
48 1 96 1.0 1.0 1e-06 1.0 4.9710061754790615 3.0
gbdrift gradpar grho tgrid
0.29174713365304517 0.012409842271008597 1.0 -3.141592653589793
0.2861921705095827 0.012409842271008597 1.0 -3.076142806640006
0.26973504130330916 0.012409842271008597 1.0 -3.0106929596902186
0.24299189148360045 0.012409842271008597 1.0 -2.945243112740431
0.20696599794424428 0.012409842271008597 1.0 -2.8797932657906435
0.1630128628914493 0.012409842271008597 1.0 -2.8143434188408563
0.1127924653191969 0.012409842271008597 1.0 -2.748893571891069
0.05820986568942305 0.012409842271008597 1.0 -2.6834437249412817
0.0013457892017370138 0.012409842271008597 1.0 -2.6179938779914944
-0.055620723797655085 0.012409842271008597 1.0 -2.552544031041707
-0.1104950403562094 0.012409842271008597 1.0 -2.4870941840919194
-0.16115202986850977 0.012409842271008597 1.0 -2.421644337142132
-0.20562017056003468 0.012409842271008597 1.0 -2.356194490192345
-0.2421610809215077 0.012409842271008597 1.0 -2.2907446432425576
-0.2693408496803498 0.012409842271008597 1.0 -2.2252947962927703
-0.28608972281448897 0.012409842271008597 1.0 -2.159844949342983
-0.29174713365304517 0.012409842271008597 1.0 -2.0943951023931957
-0.28608972281448897 0.012409842271008597 1.0 -2.028945255443408
-0.2693408496803499 0.012409842271008597 1.0 -1.9634954084936207
-0.24216108092150773 0.012409842271008597 1.0 -1.8980455615438334
-0.2056201705600349 0.012409842271008597 1.0 -1.8325957145940461
-0.16115202986851027 0.012409842271008597 1.0 -1.7671458676442586
-0.11049504035620952 0.012409842271008597 1.0 -1.7016960206944713
-0.05562072379765571 0.012409842271008597 1.0 -1.636246173744684
0.0013457892017366387 0.012409842271008597 1.0 -1.5707963267948966
0.05820986568942244 0.012409842271008597 1.0 -1.5053464798451093
0.11279246531919655 0.012409842271008597 1.0 -1.439896632895322
0.16301286289144856 0.012409842271008597 1.0 -1.3744467859455347
0.2069659979442441 0.012409842271008597 1.0 -1.3089969389957472
0.24299189148360048 0.012409842271008597 1.0 -1.24354709204596
0.26973504130330894 0.012409842271008597 1.0 -1.1780972450961726
0.2861921705095827 0.012409842271008597 1.0 -1.1126473981463851
0.29174713365304517 0.012409842271008597 1.0 -1.0471975511965979
0.2861921705095828 0.012409842271008597 1.0 -0.9817477042468106
0.2697350413033092 0.012409842271008597 1.0 -0.9162978572970233
0.24299189148360065 0.012409842271008597 1.0 -0.850848010347236
0.20696599794424414 0.012409842271008597 1.0 -0.7853981633974483
0.1630128628914488 0.012409842271008597 1.0 -0.719948316447661
0.11279246531919665 0.012409842271008597 1.0 -0.6544984694978737
0.05820986568942281 0.012409842271008597 1.0 -0.5890486225480864
0.0013457892017370205 0.012409842271008597 1.0 -0.5235987755982991
-0.05562072379765521 0.012409842271008597 1.0 -0.45814892864851187
-0.1104950403562094 0.012409842271008597 1.0 -0.39269908169872414
-0.16115202986850977 0.012409842271008597 1.0 -0.32724923474893686
-0.20562017056003454 0.012409842271008597 1.0 -0.2617993877991496
-0.24216108092150757 0.012409842271008597 1.0 -0.1963495408493623
-0.26934084968034977 0.012409842271008597 1.0 -0.130899693899575
-0.28608972281448886 0.012409842271008597 1.0 -0.06544984694978773
-0.29174713365304517 0.012409842271008597 1.0 0.0
-0.28608972281448897 0.012409842271008597 1.0 0.06544984694978728
-0.26934084968034994 0.012409842271008597 1.0 0.13089969389957457
-0.24216108092150782 0.012409842271008597 1.0 0.19634954084936185
-0.2056201705600348 0.012409842271008597 1.0 0.26179938779914913
-0.1611520298685101 0.012409842271008597 1.0 0.3272492347489364
-0.11049504035620976 0.012409842271008597 1.0 0.3926990816987237
-0.055620723797655515 0.012409842271008597 1.0 0.4581489286485114
0.0013457892017366318 0.012409842271008597 1.0 0.5235987755982987
0.05820986568942243 0.012409842271008597 1.0 0.589048622548086
0.1127924653191963 0.012409842271008597 1.0 0.6544984694978733
0.16301286289144848 0.012409842271008597 1.0 0.7199483164476606
0.20696599794424395 0.012409842271008597 1.0 0.7853981633974478
0.24299189148360054 0.012409842271008597 1.0 0.8508480103472356
0.26973504130330905 0.012409842271008597 1.0 0.9162978572970228
